"x","y","width","height","id","index","vy","vx"
733.9624141925557,286.0931069360376,4.74859204054856,4.74859204054856,267,0,0,0
739.1110062331043,286.0931069360376,4.74859204054856,4.74859204054856,268,1,0,0
744.2595982736528,286.0931069360376,4.74859204054856,4.74859204054856,269,2,0,0
749.4081903142014,286.0931069360376,4.74859204054856,4.74859204054856,270,3,0,0
754.5567823547499,286.0931069360376,4.74859204054856,4.74859204054856,271,4,0,0
759.7053743952985,286.0931069360376,4.74859204054856,4.74859204054856,272,5,0,0
764.853966435847,286.0931069360376,4.74859204054856,4.74859204054856,273,6,0,0
770.0025584763956,286.0931069360376,4.74859204054856,4.74859204054856,274,7,0,0
775.1511505169442,286.0931069360376,4.74859204054856,4.74859204054856,275,8,0,0
780.2997425574928,286.0931069360376,4.74859204054856,4.74859204054856,276,9,0,0
785.4483345980412,286.0931069360376,4.74859204054856,4.74859204054856,277,10,0,0
790.5969266385898,286.0931069360376,4.74859204054856,4.74859204054856,278,11,0,0
795.7455186791384,286.0931069360376,4.74859204054856,4.74859204054856,279,12,0,0
800.894110719687,286.0931069360376,4.74859204054856,4.74859204054856,280,13,0,0
806.0427027602356,286.0931069360376,4.74859204054856,4.74859204054856,281,14,0,0
811.1912948007841,286.0931069360376,4.74859204054856,4.74859204054856,282,15,0,0
816.3398868413327,286.0931069360376,4.74859204054856,4.74859204054856,283,16,0,0
821.4884788818812,286.0931069360376,4.74859204054856,4.74859204054856,284,17,0,0
826.6370709224298,286.0931069360376,4.74859204054856,4.74859204054856,285,18,0,0
831.7856629629783,286.0931069360376,4.74859204054856,4.74859204054856,286,19,0,0
836.9342550035269,286.0931069360376,4.74859204054856,4.74859204054856,287,20,0,0
842.0828470440755,286.0931069360376,4.74859204054856,4.74859204054856,288,21,0,0
847.231439084624,286.0931069360376,4.74859204054856,4.74859204054856,289,22,0,0
852.3800311251725,286.0931069360376,4.74859204054856,4.74859204054856,290,23,0,0
857.5286231657211,286.0931069360376,4.74859204054856,4.74859204054856,291,24,0,0
862.6772152062697,286.0931069360376,4.74859204054856,4.74859204054856,292,25,0,0
867.8258072468183,286.0931069360376,4.74859204054856,4.74859204054856,293,26,0,0
872.9743992873669,286.0931069360376,4.74859204054856,4.74859204054856,294,27,0,0
878.1229913279154,286.0931069360376,4.74859204054856,4.74859204054856,295,28,0,0
883.2715833684639,286.0931069360376,4.74859204054856,4.74859204054856,296,29,0,0
733.9624141925557,291.2416989765862,4.74859204054856,4.74859204054856,297,30,0,0
739.1110062331043,291.2416989765862,4.74859204054856,4.74859204054856,298,31,0,0
744.2595982736528,291.2416989765862,4.74859204054856,4.74859204054856,299,32,0,0
749.4081903142014,291.2416989765862,4.74859204054856,4.74859204054856,300,33,0,0
754.5567823547499,291.2416989765862,4.74859204054856,4.74859204054856,301,34,0,0
759.7053743952985,291.2416989765862,4.74859204054856,4.74859204054856,302,35,0,0
764.853966435847,291.2416989765862,4.74859204054856,4.74859204054856,303,36,0,0
770.0025584763956,291.2416989765862,4.74859204054856,4.74859204054856,304,37,0,0
775.1511505169442,291.2416989765862,4.74859204054856,4.74859204054856,305,38,0,0
780.2997425574928,291.2416989765862,4.74859204054856,4.74859204054856,306,39,0,0
785.4483345980412,291.2416989765862,4.74859204054856,4.74859204054856,307,40,0,0
790.5969266385898,291.2416989765862,4.74859204054856,4.74859204054856,308,41,0,0
795.7455186791384,291.2416989765862,4.74859204054856,4.74859204054856,309,42,0,0
800.894110719687,291.2416989765862,4.74859204054856,4.74859204054856,310,43,0,0
806.0427027602356,291.2416989765862,4.74859204054856,4.74859204054856,311,44,0,0
811.1912948007841,291.2416989765862,4.74859204054856,4.74859204054856,312,45,0,0
816.3398868413327,291.2416989765862,4.74859204054856,4.74859204054856,313,46,0,0
821.4884788818812,291.2416989765862,4.74859204054856,4.74859204054856,314,47,0,0
826.6370709224298,291.2416989765862,4.74859204054856,4.74859204054856,315,48,0,0
831.7856629629783,291.2416989765862,4.74859204054856,4.74859204054856,316,49,0,0
836.9342550035269,291.2416989765862,4.74859204054856,4.74859204054856,317,50,0,0
842.0828470440755,291.2416989765862,4.74859204054856,4.74859204054856,318,51,0,0
847.231439084624,291.2416989765862,4.74859204054856,4.74859204054856,319,52,0,0
852.3800311251725,291.2416989765862,4.74859204054856,4.74859204054856,320,53,0,0
857.5286231657211,291.2416989765862,4.74859204054856,4.74859204054856,321,54,0,0
862.6772152062697,291.2416989765862,4.74859204054856,4.74859204054856,322,55,0,0
867.8258072468183,291.2416989765862,4.74859204054856,4.74859204054856,323,56,0,0
872.9743992873669,291.2416989765862,4.74859204054856,4.74859204054856,324,57,0,0
878.1229913279154,291.2416989765862,4.74859204054856,4.74859204054856,325,58,0,0
883.2715833684639,291.2416989765862,4.74859204054856,4.74859204054856,326,59,0,0
733.9624141925557,296.3902910171347,4.74859204054856,4.74859204054856,327,60,0,0
739.1110062331043,296.3902910171347,4.74859204054856,4.74859204054856,328,61,0,0
